"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"TUR","Türkiye","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",33.4804821189425,,
"TUR","Türkiye","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",34.8102494419101,,
"TUR","Türkiye","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",35.5459976105137,,
"TUR","Türkiye","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",34.8012232415902,,
"TUR","Türkiye","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",32.5016232260458,,
"TUR","Türkiye","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",34.5123405817047,"B","Break"
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",71.3981547196593,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",72.4113475177305,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",73.1586402266289,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",73.8884968242766,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",74.4218640504555,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",73.8128491620112,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",72.8601252609603,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",73.422159887798,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",73.9774330042313,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",73.2673267326733,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",73.5419630156472,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",73.3238231098431,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",73.0085715762908,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",73.9852638619526,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",76.0592699930673,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",77.5028069610721,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",76.9203568487211,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",77.6555679293046,"B","Break"
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",63.3719351765269,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",65.1593114532664,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",66.0923505977123,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",66.7777269826197,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",67.5381287195693,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",67.7206214777,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",67.770022160205,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",68.2621891245682,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",68.3319393454554,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",68.3091152038408,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",68.080834651331,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",68.7856688945549,"B","Break"
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",69.4602264668284,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",70.3997139630203,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",71.3490434757286,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",72.1683230874436,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",71.072191561908,,
"AUS","Australia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",73.2002163330546,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",63.0703358458588,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",63.6444563137045,"B","Break"
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",65.5981759656652,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",67.2872459737114,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",68.3858515127031,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",69.4420639574219,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",70.441727202996,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",72.0881234828013,"B","Break"
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",72.6096071461125,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",73.4374290772094,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",74.1404270720232,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",74.6293395109615,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",75.556282542693,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",76.1738340826054,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",76.8849820869072,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",77.608037453662,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",76.4365206263564,,
"DEU","Germany","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",76.8986887299687,"B","Break"
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",57.4236958146559,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",57.9876064796416,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",58.1097581529569,"B","Break"
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",57.720793171952,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",57.3352461493334,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",56.5613392140696,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",57.1518770467235,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",57.268832481236,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",58.8621670131781,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",59.6993711661147,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",62.848241863051,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",64.5043945933535,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",66.9784021654405,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",68.0684732757636,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",69.3293537201099,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",70.0906995264766,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",69.4846475268391,,
"HUN","Hungary","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",76.2762718928883,"B","Break"
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",60.3849462083991,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",62.1950532913615,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",63.0188667361495,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",64.0924659157642,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",64.1669910831263,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",62.0833627153153,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",61.1436596184098,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",60.4396489602687,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",60.4440189770182,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",61.5653558245338,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",62.7016778320278,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",64.2021805564899,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",65.419032008008,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",67.425704655708,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",68.7063874442806,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",70.0682680301593,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",69.0864015909027,,
"IRL","Ireland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",71.4751901243765,"B","Break"
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",53.274659836159,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",53.9813383324272,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",53.0273995810583,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",53.9071929817944,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",56.327045896186,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",58.414243487201,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",60.0281093890928,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",61.5034139040333,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",61.9672758814732,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",62.4560812588546,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",63.383180848006,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",62.9780018396657,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",62.6738995146896,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",61.88312370533,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",60.5109219733294,,
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",51.2996074271967,"B","Break"
"COL","Colombia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",54.0167770856598,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",7.49780651915928,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",7.5,,
"BEL","Belgium","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",7.5,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",66.0782925804546,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",66.9674450911959,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",70.8684235637947,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",72.6056634242676,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",74.2433214335082,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",69.5056749958913,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",67.565664155102,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",68.6970567546585,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",69.389442929072,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",70.6245805296999,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",70.9559724465034,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",72.4557951843359,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",73.5965165467758,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",74.42428513072,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",76.2865904322434,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",77.1396592819971,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",77.0407376005706,,
"LVA","Latvia","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",74.845974813175,"B","Break"
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",69.3007726887931,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",70.7094983419334,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",71.4499556099736,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",73.0914911974998,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",72.4039035612767,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",71.0572345026485,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",69.1297115493397,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",70.8952992572409,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",71.786062740449,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",72.4367124040104,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",74.1393658322119,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",75.4573492720931,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",77.4668660476523,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",78.4828762792009,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",79.2319069229152,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",79.7464901602956,,
"LTU","Lithuania","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",78.5476565890237,,
